index,original,translation,scores,mean,z_scores,z_mean,QE_score
911,Shahjahani Mahal (1628-35 A.D.):,???????? ??? (1628-35 ?.):,"[100, 100, 67, 77]",86,"[0.9691158411308884, 1.0516777272669333, -0.5316679315210762, 0.253795573647596]",0.435730303,0.737433255
912,"The caves were built in two phases, the first starting around the 2nd century BCE and the second occurring from 400 to 650 CE, according to older accounts, or in a brief period of 460–480 CE according to later scholarship.","?? ?????? ?? ??????? ?? ????? ??? ???? ??? ??, ???? ??? ?? ?????? ????? ??????? ??? ????? ?? ????? ?? ????? ??? ?? ?????? 400 ?? 650 ??? ?? ????? ??? ??, ?????? ????? ?? ??????, ?? ??? ??? ??????????? ?? ?????? 460-480 ??? ?? ?? ????????? ???? ????","[100, 100, 69, 71]",85,"[0.9691158411308884, 1.0516777272669333, -0.32646996489773544, -0.28466745389327186]",0.352414037,0.70825237
913,"The management of wildlife is restricted to, firstly, the protection of fauna from poaching, and, secondly, designation of some areas as wildlife sanctuaries where no extraction of forest produce is allowed and where the wildlife face few disturbances.","????????? ?? ??????? ???? ????? ?? ???-?????? ?? ??????? ?? ????? ?? ?? ?????, ??? ????????? ?? ??????? ???????? ?? ??? ??? ????? ???? ??? ?? ???? ?? ??? ?? ????????? ?? ?????? ???? ?? ?? ???? ????????? ?? ??? ?????????? ?? ????? ???? ????? ???","[90, 95, 59, 57]",75.25,"[0.10844457902530406, 0.6151157815355373, -1.3524597980144393, -1.5410811848219634]",-0.542495156,0.5905931
914,Similar stone benches are found in Nasik Caves.,??? ??? ?? ????? ?? ???? ????? ?? ?????? ??? ?? ??? ???? ????,"[95, 95, 68, 77]",83.75,"[0.5387802100780963, 0.6151157815355373, -0.42906894820940583, 0.253795573647596]",0.244655654,0.750611484
915,The austere precision of the finished sculpture is sensuously beautiful and the introduction of Indian motifs provides the cross-cultural context.,????? ????????? ?? ??????? ?????????? ????? ??? ?? ????? ?? ?? ?????? ????????? ?? ????? ?????-?????? ?????? ?????? ???? ???,"[95, 95, 69, 80]",84.75,"[0.5387802100780963, 0.6151157815355373, -0.32646996489773544, 0.52302708741803]",0.337613279,0.668887734
916,It is probably the best preserved group of Buddhist monuments in India.,?? ?????? ???? ??? ????? ???????? ?? ???? ????? ???????? ???? ???,"[100, 100, 68, 71]",84.75,"[0.9691158411308884, 1.0516777272669333, -0.42906894820940583, -0.28466745389327186]",0.326764292,0.785465419
917,"In 1838 the Asiatic Society of Bengal requested that conservation efforts be undertaken, but the requests were denied, and only measures to prevent vandalism were put in place.","1838 ??? ???????? ??????? ?? ????? ?? ?????? ???? ?? ??????? ?? ?????? ??? ????, ????? ???????? ?? ???????? ?? ???? ??? ?? ???? ??????? ?? ????? ?? ???? ??? ???","[95, 100, 66, 64]",81.25,"[0.5387802100780963, 1.0516777272669333, -0.6342669148327466, -0.9128743193576176]",0.010829176,0.742991149
918,It has a blend of Hindu and Muslim architecture preserving the Islamic ethos and with its elegant interiors is considered one of the finest mosques in Western India.,????? ????? ?? ??????? ????????? ?? ?????? ?? ?? ??????? ??????? ?? ???????? ???? ?? ?? ???? ??????? ??????? ?? ??????? ???? ?? ??????? ???????? ??? ?? ?? ???? ???? ???,"[90, 85, 69, 66]",77.5,"[0.10844457902530406, -0.2580081099272549, -0.32646996489773544, -0.7333866435106617]",-0.302355035,0.760549843
919,The cave is damaged with its front wall completely collapsed.,???? ?? ????? ?? ????? ???? ??? ?? ?????? ?? ?? ???,"[75, 65, 79, 79]",74.5,"[-1.1825623141330726, -2.0042558928528393, 0.6995198682189685, 0.43328324949455194]",-0.513503772,0.773202956
920,Hairs are held up above the forehead by a fillet.,??? ???? ?? ??? ?? ??????? ?????? ????? ???? ????,"[90, 90, 87, 90]",89.25,"[0.10844457902530406, 0.17855383580414114, 1.5203117347123316, 1.4204654666528096]",0.806943904,0.485172093
921,"Many of these begin with customary Sanskrit and Tamil language historical introduction to the king who authorized it, and predominant number of them discuss gifts to the temple or temple personnel, in some cases residents of the city.","????? ?? ?? ??????? ??????? ?? ???? ???? ?? ???? ?? ??? ???????? ????? ?? ??? ???? ???? ???, ????????? ??? ?????? ???? ??, ?? ????? ?? ??????? ????? ?? ????? ?? ??????????? ?? ????? ???? ?? ???? ??? ????? ???? ???, ??? ?????? ??? ??? ?? ???????","[95, 90, 67, 65]",79.25,"[0.5387802100780963, 0.17855383580414114, -0.5316679315210762, -0.8231304814341397]",-0.159366092,0.678768456
922,This is a Post Medieval handwritten Parwana of Baqullah Khan. This is a Post Medieval handwritten Khatt of Raja Makait Rai.,?? ???????? ??? ?? ?? ????? ?????? ????????? ?????? ??? ?? ???? ???? ??? ?? ????? ?????? ????????? ?? ???,"[85, 80, 68, 70]",75.75,"[-0.32189105202748813, -0.694570055658651, -0.42906894820940583, -0.3744112918167498]",-0.454985337,0.59445709
923,The portion below head mutilated.,??? ?? ???? ?? ?????? ???? ?????? ?? ????,"[90, 90, 87, 90]",89.25,"[0.10844457902530406, 0.17855383580414114, 1.5203117347123316, 1.4204654666528096]",0.806943904,0.666315198
924,"The rule of Bhopal, Shahjehan Begum and her successor Sultan Jehan Begum, provided money for the preservation of the ancient site.","?????, ??????? ???? ?? ???? ???????????? ??????? ???? ???? ?? ???? ?? ??????? ???? ?? ??????? ?? ??? ?? ?????? ?????","[95, 100, 60, 58]",78.25,"[0.5387802100780963, 1.0516777272669333, -1.249860814702769, -1.4513373468984856]",-0.277685056,0.734594882
925,"As opposed to all the other Shiva temples in Varanasi, which are carved from stone, the Nepalese temple is made entirely of wood.","??????? ??? ???? ??? ??? ??????? ?? ??????, ?? ????? ?? ????? ?? ???, ?????? ????? ???? ??? ?? ????? ?? ??? ???","[100, 100, 69, 85]",88.5,"[0.9691158411308884, 1.0516777272669333, -0.32646996489773544, 0.9717462770354197]",0.66651747,0.694901466
926,It has 36 carved panels.,????? 36 ?????????? ???? ????,"[95, 100, 76, 76]",86.75,"[0.5387802100780963, 1.0516777272669333, 0.39172291828395733, 0.164051735724118]",0.536558148,0.721532345
927,"The commonly identifiable vegetation types in the dense Sundarbans mangrove forests are salt water mixed forest, mangrove scrub, brackish water mixed forest, littoral forest, wet forest and wet alluvial grass forests.","??? ??????? ???????? ???? ??? ????? ?? ?????? ???? ???? ??????? ?????? ????? ?? ??????? ??, ???????? ??????, ???? ?? ??????? ??, ???? ??, ???? ?? ?? ???? ????? ??? ?? ????","[100, 95, 70, 72]",84.25,"[0.9691158411308884, 0.6151157815355373, -0.22387098158606503, -0.1949236159697939]",0.291359256,0.477588296
928,"Historical research should be continued, supported by appropriate documentation, with particular attention to the identification of all excavation works carried out before the Archaeological Survey of India, as well as excavations by any other parties of the property, and the identification of all repair works carried out throughout the site, with particular attention to the repairs of brickwork and the documentation of the differentiation of authentic archaeological fabric and added repairs and added capping and sacrificial layers, some of which are marked by way of inscription of dates on select bricks at inconspicuous locations.","?????? ???????? ????????? ?? ????? ??? ?? ??? ?????? ??????? ?? ????? ???? ?? ???-??? ??????? ?? ???? ???? ???? ?????? ??? ?? ?????? ?? ????? ????? ???? ?? ???, ???????? ???????? ?? ???? ??? ???? ?????, ?? ???? ???? ?? ??? ?? ??? ?????? ??????? ?? ????? ?? ???? ?????, ?????? ????? ?? ?????? ?? ????????? ??????????? ????? ?? ????? ?? ??????? ?? ????? ????? ???? ???? ????? ?? ?????? ?? ???????? ?????? ?? ???????? ?? ?????, ?????? ?? ??? ?? ?????? ??????? ?? ??????? ????? ?? ??????? ?? ??????? ?????? ??????? ???? ??? ???","[95, 95, 64, 63]",79.25,"[0.5387802100780963, 0.6151157815355373, -0.8394648814560874, -1.0026181572810957]",-0.172046762,0.53003341
929,Divine Itinerancy is a documentary feature produced by the Lalit Kala Akademi as part of their project ‘Preservance and Digitising the Art Activities during Puja Festival in Kolkata’.,?????? ?????????? ?? ?????????? ?? ???? ???? ??? ?????? ?? ???? ???????? '??????? ??? ???? ????? ?? ????? ??? ?????????? ?? ??????? ?? ???????????' ?? ?????? ?? ??? ??? ????? ???? ???,"[95, 95, 65, 80]",83.75,"[0.5387802100780963, 0.6151157815355373, -0.736865898144417, 0.52302708741803]",0.235014295,0.725048125
930,The Rang Mahal housed the emperor's wives and mistresses.,??? ??? ??? ?????? ?? ???????? ?? ?????? ???? ????,"[85, 90, 60, 78]",78.25,"[-0.32189105202748813, 0.17855383580414114, -1.249860814702769, 0.3435394115710739]",-0.262414655,0.731736004
931,Prasanna Kumar Acharya (1997). A Dictionary of Hindu Architecture: Treating of Sanskrit Architectural Terms with Illustrative Quotations. Oxford University Press (Reprinted in 1997 by Motilal Banarsidass). ISBN 978-81-7536-113-3.,???????? ????? ?????? (1997). ? ???????? ?? ????? ???????????? ???????? ?? ??????? ???????????? ?????? ??? ??????????? ???????. ????????? ??????????? ????? (??????? ????????? ?????? 1997 ??? ????????????). ???????? 978-81-7536-113-3?,"[95, 85, 68, 66]",78.5,"[0.5387802100780963, -0.2580081099272549, -0.42906894820940583, -0.7333866435106617]",-0.220420873,0.652063966
932,Moustaches and eyes are carved finely.,???? ?? ????? ?? ?????? ?? ????? ??? ???,"[90, 100, 76, 95]",90.25,"[0.10844457902530406, 1.0516777272669333, 0.39172291828395733, 1.8691846562701995]",0.85525747,0.63411206
933,"He modernised the Mughal and Rajput styles of painting to counter the influence of the Western style of art, taught in the art schools under the British Raj and developed the Indian style of painting, which later came to be known as the Bengal School of Art.","???????? ??? ?? ??????? ???? ?? ?????? ?? ??????? ???? ?? ??? ???????? ?? ???? ?? ?????? ??????? ?? ?????????? ????, ??????? ??? ?? ??? ??? ?????????? ??? ?????? ?? ???????? ?? ?????? ???? ?????? ??, ???? ??? ??? ????? ????? ?? ???? ?? ??? ??? ???? ???? ????","[100, 100, 69, 71]",85,"[0.9691158411308884, 1.0516777272669333, -0.32646996489773544, -0.28466745389327186]",0.352414037,0.717760682
934,A paper on the caves by William Erskine was read to the Bombay Literary Society in 1822.,?????? ??????? ?????? ?????? ?? ?? ???? 1822 ??? ?????? ??????? ??????? ?? ????? ???? ??? ???,"[90, 90, 60, 58]",74.5,"[0.10844457902530406, 0.17855383580414114, -1.249860814702769, -1.4513373468984856]",-0.603549937,0.725874662
935,He raises his torso as though to support the weight of the Goddess above.,?? ???? ??? ?? ??? ????? ?? ???? ??? ?? ???? ?? ??? ?? ????? ???? ?? ????,"[90, 95, 65, 85]",83.75,"[0.10844457902530406, 0.6151157815355373, -0.736865898144417, 0.9717462770354197]",0.239610185,0.65936476
936,Other temples and monuments,???? ????? ?? ??????,"[100, 95, 67, 83]",86.25,"[0.9691158411308884, 0.6151157815355373, -0.5316679315210762, 0.7922586011884638]",0.461205573,0.812619269
937,"Kapoor claims, ""if you looked back in India's history and study the food that our ancestors ate, you will notice how much attention was paid to the planning and cooking of a meal.","???? ?? ???? ?? ?? ??? ?? ???? ?? ?????? ?? ????? ?? ????? ???????? ?????? ??? ?? ???? ?? ?????? ????, ?? ?? ??????? ?? ???? ?? ????? ?? ???? ????? ?? ????? ????? ???? ??? ???","[95, 95, 76, 74]",85,"[0.5387802100780963, 0.6151157815355373, 0.39172291828395733, -0.015435940122837947]",0.382545742,0.715101004
938,Its nose and ears have been lost.,???? ??? ?? ??? ?? ???? ????,"[90, 90, 89, 85]",88.5,"[0.10844457902530406, 0.17855383580414114, 1.7255097013356724, 0.9717462770354197]",0.746063598,0.708496571
939,The station has been renamed several times.,?????? ?? ??? ?? ??? ???? ??? ???,"[100, 100, 78, 77]",88.75,"[0.9691158411308884, 1.0516777272669333, 0.5969208849072981, 0.253795573647596]",0.717877507,0.820117414
940,"The tomb represents the pure Persian element dominating in Mughal art of architecture and correctly marks the stage when Persian influence of her father's tomb in a garden along with the bank of the Yamuna at Agra, which is the best architectural gem of Jahangir's period.","?? ????? ???? ????????? ??? ????? ????? ???? ?? ???????????? ???? ?? ?? ???? ??? ????? ?? ?? ?? ??? ?? ????? ??? ???? ???? ?? ????? ?? ????? ?????? ?? ??? ??? ?? ??????? ???? ??, ?? ??????? ?? ??? ?? ???? ????? ????????? ???? ???","[100, 95, 70, 68]",83.25,"[0.9691158411308884, 0.6151157815355373, -0.22387098158606503, -0.5538989676637058]",0.201615418,0.549378216
941,Barrel shape bead of Lapis Lazuli occurring in blue and white spotted colour having a perforation.,????? ?????? ?? ???? ???? ?? ???? ?? ???? ?? ???? ????? ???? ??? ??? ???? ?? ?????? ????? ???? ???,"[85, 90, 75, 90]",85,"[-0.32189105202748813, 0.17855383580414114, 0.28912393497228694, 1.4204654666528096]",0.391563046,0.585787952
942,"They suggested building sluices in the dams to drain the ground if it is used for agriculture or to let in the sea water if the land is used for the manufacture of salt, leaving the option of choosing either use to the company in India.","???????? ????? ???? ?? ??? ???? ?? ????? ???? ?? ??? ???? ???? ?? ?? ???? ?? ???? ???? ?? ??? ?????? ??? ?????? ?? ??????? ???? ??? ?? ??? ???? ?? ????? ??? ?? ??????? ?? ??? ???? ???? ?? ?? ?????? ?? ???? ??? ??? ???? ???? ???, ???? ??? ????? ?? ??? ????? ??? ?? ???? ?? ?? ????? ???? ?? ?????? ???? ???? ????","[100, 95, 60, 63]",79.5,"[0.9691158411308884, 0.6151157815355373, -1.249860814702769, -1.0026181572810957]",-0.167061837,0.55718255
943,The fragmented piece of an animal shows its back portion.,???? ????? ?? ?????? ???? ????? ?????? ?? ??????? ???,"[80, 95, 73, 90]",84.5,"[-0.7522266830802803, 0.6151157815355373, 0.08392596834894617, 1.4204654666528096]",0.341820133,0.751970589
944,"Pithas are prepared out of Pithaguri (rice-flour), Til (sesame), Gur (jaggery), Narikol (grated coconut), Muri and Akhoi (varieties of puffed rice).","????????? (???? ?? ???), ??? (???), ???? (????), ??????? (??????? ???? ??? ??????), ???? ?? ???? (?? ???? ?? ???????) ?? ?????? ????? ?? ???? ????","[100, 100, 78, 80]",89.5,"[0.9691158411308884, 1.0516777272669333, 0.5969208849072981, 0.52302708741803]",0.785185385,0.582053959
945,"Some of the famous water structures are: the Ganga, Yamuna and Saraswathi Kunds (in the Mauliya plateau); the Wada Talao, the largest water tank fed by rivulets located on the eastern part of the city; the innovative Gaben Shah tank; the exquisitely ornamented helical stepwells such as in the public gardens and at the entrance to the city, and the Royal summer pavilions.","??? ???????? ?? ???????? ???? ????, ????? ?? ??????? ???? (?????? ???? ???) ???????? ???? ????, ??? ?? ?????? ?????? ??? ????? ????? ?? ???? ???? ???? ???? ???? ???? ?? ????, ???? ???? ??? ???? ?? ?????????","[75, 70, 48, 47]",60,"[-1.1825623141330726, -1.5676939471214433, -2.481048614442814, -2.4385195640567434]",-1.91745611,0.579824388
946,eologically the lake is in Ordovician rock.,???????? ??? ?? ?? ??? ??????????? ??? ??? ????? ???,"[90, 80, 57, 64]",72.75,"[0.10844457902530406, -0.694570055658651, -1.5576577646377803, -0.9128743193576176]",-0.76416439,0.72489363
947,"Here too her account provides about king's expeditions and reconquest of Hindustan, besides these details it provides other kind of historical data which no other source provides.","???? ?? ???? ????? ???? ?? ???????? ?? ?????????? ?? ???? ???? ?? ???? ??? ?????? ???? ??, ?? ??????? ?? ????? ?? ???? ?????? ?? ???????? ???? ?????? ???? ?? ?? ??? ???? ????? ?????? ???? ???? ???","[90, 85, 70, 81]",81.5,"[0.10844457902530406, -0.2580081099272549, -0.22387098158606503, 0.6127709253415079]",0.059834103,0.730909646
948,"Last but not the least, the Sunderbans provides an aesthetic attraction for local and foreign tourists.","??? ???, ??????? ??????? ?? ?????? ???????? ?? ??? ?? ??????? ?????? ?????? ???? ???","[95, 90, 70, 73]",82,"[0.5387802100780963, 0.17855383580414114, -0.22387098158606503, -0.10517977804631592]",0.097070822,0.767435968
949,It is a terracotta fragment of a decorated brick.,?? ?? ???-??? ??? ?? ???????? ?????? ???,"[95, 95, 70, 90]",87.5,"[0.5387802100780963, 0.6151157815355373, -0.22387098158606503, 1.4204654666528096]",0.587622619,0.57710886
950,Both are built of red sandstone.,????? ??? ???? ????? ?? ??? ????,"[100, 100, 69, 78]",86.75,"[0.9691158411308884, 1.0516777272669333, -0.32646996489773544, 0.3435394115710739]",0.509465754,0.626231849
951,A is present crescent at the top small disc and in the middle.,? ????? ???? ????? ?? ?? ??? ??? ????? ????????? ???,"[90, 90, 87, 75]",85.5,"[0.10844457902530406, 0.17855383580414114, 1.5203117347123316, 0.07430789780064002]",0.470404512,0.489495993
952,"The hill has more than thirty small-to-moderate-sized temples, together with water cisterns, gateways, and secular pavilions.","?? ?????? ?? ???? ?? ???, ?????? ????? ?? ???????????? ???? ?? ??? ??? ?? ???? ???? ?? ????? ???? ?? ????? ????","[95, 95, 69, 67]",81.5,"[0.5387802100780963, 0.6151157815355373, -0.32646996489773544, -0.6436428055871838]",0.045945805,0.724730432
953,"Like other Indian traditions, this system is also handed down from master (Guru) to disciple (Shishya), who after rigorous practice attains mastery in the system and qualifies to become a master himself and teach others.","???? ?????? ???????? ?? ???, ?? ??????? ?? ?? ???? (????) ?? ????? (?????) ?? ???? ???? ???? ??, ?? ???? ?????? ?? ??? ??????? ??? ????? ????? ???? ?? ?? ????? ?? ?????? ???? ?? ?????? ?? ?????? ?? ????? ???? ???","[90, 95, 79, 76]",85,"[0.10844457902530406, 0.6151157815355373, 0.6995198682189685, 0.164051735724118]",0.396782991,0.712434351
